0.000000 8.000000 20.000000 
0.010000 8.165210 16.059404 
0.020000 8.632360 12.936425 
0.030000 9.383129 10.484446 
0.040000 10.423100 8.573527 
0.050000 11.775270 7.095072 
0.060000 13.476851 5.961688 
0.070000 15.577774 5.105265 
0.080000 18.139929 4.474750 
0.090000 21.236397 4.034399 
0.100000 24.949766 3.763097 
0.110000 29.368134 3.655431 
0.120000 34.576191 3.725699 
0.130000 40.636398 4.017274 
0.140000 47.550247 4.622176 
0.150000 55.179924 5.720462 
0.160000 63.094360 7.655989 
0.170000 70.291298 11.063258 
0.180000 74.817520 16.986898 
0.190000 73.736557 26.603798 
0.200000 64.782616 39.653347 
0.210000 49.828300 52.251213 
0.220000 34.683495 58.939495 
0.230000 23.461342 58.171879 
0.240000 16.437973 52.448868 
0.250000 12.339417 44.782131 
0.260000 10.014256 37.056587 
0.270000 8.748516 30.131609 
0.280000 8.147658 24.278957 
0.290000 8.002149 19.492672 
0.300000 8.204587 15.655363 
0.310000 8.705255 12.618055 
0.320000 9.489122 10.235563 
0.330000 10.564057 8.380327 
0.340000 11.954838 6.946285 
0.350000 13.700218 5.848410 
0.360000 15.851558 5.020695 
0.370000 18.472101 4.413946 
0.380000 21.636158 3.994137 
0.390000 25.427233 3.741888 
0.400000 29.933617 3.653803 
0.410000 35.238647 3.746952 
0.420000 41.400208 4.069106 
0.430000 48.408627 4.720002 
0.440000 56.101761 5.894002 
0.450000 63.999016 7.961376 
0.460000 71.006996 11.600342 
0.470000 75.042549 17.900850 
0.480000 73.112907 27.986244 
0.490000 63.254990 41.259335 
0.500000 47.955379 53.417183 
0.510000 33.137901 59.209934 
0.520000 22.445572 57.695805 
0.530000 15.834787 51.607498 
0.540000 11.993892 43.860168 
0.550000 9.821578 36.198559 
0.560000 8.649196 29.392054 
0.570000 8.109749 23.667259 
0.580000 8.008973 18.998795 
0.590000 8.247950 15.262607 
0.600000 8.781909 12.308897 
0.610000 9.598954 9.994083 
0.620000 10.709157 8.193033 
0.630000 12.139038 6.802205 
0.640000 13.928873 5.738908 
0.650000 16.131439 4.939202 
0.660000 18.811327 4.355733 
0.670000 22.044046 3.956179 
0.680000 25.913960 3.722912 
0.690000 30.509428 3.654609 
0.700000 35.912170 3.771242 
0.710000 42.174942 4.125252 
0.720000 49.275818 4.824649 
0.730000 57.026150 6.079167 
0.740000 64.891876 8.287305 
0.750000 71.682938 12.172802 
0.760000 75.185623 18.867060 
0.770000 72.376366 29.415768 
0.780000 61.649784 42.850491 
0.790000 46.094471 54.489292 
0.800000 31.654560 59.376331 
0.810000 21.487368 57.158287 
0.820000 15.269419 50.745880 
0.830000 11.670871 42.941341 
0.839999 9.642353 35.353554 
0.849999 8.558392 28.668175 
0.859999 8.077737 23.070614 
0.869999 8.020348 18.518097 
0.879999 8.295238 14.880864 
0.889999 8.862304 12.008707 
0.899999 9.712634 9.759802 
0.909999 10.858432 8.011476 
0.919999 12.327922 6.662697 
0.929999 14.162884 5.633076 
0.939999 16.417505 4.860711 
0.949999 19.157707 4.300059 
0.959999 22.460173 3.920499 
0.969999 26.410057 3.706170 
0.979999 31.095657 3.657887 
0.989999 36.596783 3.798667 
