0.000000 20.000000 30.000000 
0.010000 18.376644 26.909302 
0.020000 17.417765 23.829927 
0.030000 17.009352 20.960901 
0.040000 17.068092 18.406139 
0.050000 17.539352 16.206219 
0.060000 18.391449 14.364235 
0.070000 19.609570 12.864172 
0.080000 21.190142 11.683110 
0.090000 23.135391 10.799169 
0.100000 25.447395 10.196871 
0.110000 28.120653 9.871280 
0.120000 31.131973 9.831892 
0.130000 34.426300 10.106973 
0.140000 37.897232 10.748454 
0.150000 41.362213 11.836262 
0.160000 44.536476 13.477926 
0.170000 47.019295 15.793529 
0.180000 48.322044 18.868481 
0.190000 47.979176 22.657934 
0.200000 45.754616 26.862415 
0.210000 41.851379 30.874598 
0.220000 36.929264 33.931190 
0.230000 31.839626 35.445408 
0.240000 27.270931 35.266018 
0.250000 23.575167 33.661865 
0.260000 20.816744 31.111221 
0.270000 18.906792 28.093376 
0.280000 17.711100 24.980196 
0.290000 17.105606 22.014904 
0.300000 16.995205 19.333572 
0.310000 17.314987 16.997332 
0.320000 18.025305 15.020932 
0.330000 19.105640 13.393872 
0.340000 20.548798 12.094728 
0.350000 22.355459 11.100488 
0.360000 24.528528 10.392723 
0.370000 27.066387 9.962052 
0.380000 29.953960 9.812029 
0.390000 33.150246 9.963253 
0.400000 36.570953 10.458101 
0.410000 40.065540 11.365541 
0.420000 43.390709 12.783308 
0.430000 46.189491 14.830082 
0.440000 47.998886 17.612852 
0.450000 48.324936 21.150398 
0.460000 46.816505 25.253027 
0.470000 43.493340 29.425449 
0.480000 38.859299 32.930397 
0.490000 33.736980 35.073009 
0.500000 28.910688 35.522816 
0.510000 24.863951 34.408207 
0.520000 21.755554 32.156391 
0.530000 19.539248 29.264927 
0.540000 18.088800 26.152609 
0.550000 17.272600 23.110258 
0.560000 16.983818 20.310862 
0.570000 17.146513 17.840229 
0.580000 17.712181 15.727785 
0.590000 18.653769 13.970579 
0.600000 19.959684 12.550003 
0.610000 21.628263 11.442789 
0.620000 23.662275 10.628184 
0.630000 26.062719 10.092914 
0.640000 28.820862 9.835173 
0.650000 31.907269 9.868584 
0.660000 35.256447 10.226683 
0.670000 38.745975 10.967863 
0.680000 42.170792 12.179102 
0.690000 45.218342 13.973220 
0.700000 47.461601 16.467875 
0.710000 48.403473 19.727566 
0.720000 47.612408 23.656792 
0.730000 44.943314 27.880445 
0.740000 40.719467 31.730206 
0.750000 35.679932 34.452671 
0.760000 30.665554 35.551929 
0.770000 26.289270 34.990623 
0.780000 22.822989 33.110523 
0.790000 20.281521 30.405964 
0.800000 18.557192 27.336096 
0.810000 17.514940 24.241196 
0.820000 17.036943 21.335752 
0.830000 17.035673 18.734730 
0.839999 17.452888 16.485672 
0.849999 18.254139 14.595560 
0.859999 19.422647 13.050160 
0.869999 20.953621 11.826960 
0.879999 22.848820 10.903583 
0.889999 25.110729 10.263424 
0.899999 27.735395 9.899885 
0.909999 30.702763 9.820254 
0.919999 33.963139 10.049953 
0.929999 37.418476 10.637390 
0.939999 40.898205 11.658508 
0.949999 44.132832 13.217463 
0.959999 46.737186 15.434441 
0.969999 48.230423 18.404032 
0.979999 48.133579 22.106436 
0.989999 46.165260 26.283201 
