1.000000 2944962816.000000 2931739136.000000 2932078080.000000 
2.000000 5922002944.000000 5908801536.000000 5909139968.000000 
3.000000 8896194560.000000 8883016704.000000 8883353600.000000 
4.000000 11865794560.000000 11852616704.000000 11852953600.000000 
5.000000 14835394560.000000 14822216704.000000 14822553600.000000 
6.000000 17804994560.000000 17791817728.000000 17792153600.000000 
7.000000 20774594560.000000 20761417728.000000 20761753600.000000 
8.000000 23744194560.000000 23731017728.000000 23731353600.000000 
9.000000 26713794560.000000 26700617728.000000 26700953600.000000 
10.000000 29683394560.000000 29670217728.000000 29670553600.000000 
11.000000 32652994560.000000 32639817728.000000 32640153600.000000 
12.000000 35648720896.000000 35635273728.000000 35635613696.000000 
13.000000 38679760896.000000 38666313728.000000 38666653696.000000 
14.000000 41710800896.000000 41697353728.000000 41697693696.000000 
15.000000 44741840896.000000 44728393728.000000 44728733696.000000 
16.000000 47772880896.000000 47759433728.000000 47759773696.000000 
17.000000 50803920896.000000 50790473728.000000 50790813696.000000 
18.000000 53834960896.000000 53821513728.000000 53821853696.000000 
19.000000 56866000896.000000 56852553728.000000 56852893696.000000 
20.000000 59897040896.000000 59883593728.000000 59883933696.000000 
21.000000 62928080896.000000 62914633728.000000 62914973696.000000 
22.000000 65959120896.000000 65945673728.000000 65946013696.000000 
23.000000 68982849536.000000 68969766912.000000 68970094592.000000 
24.000000 71931969536.000000 71918886912.000000 71919214592.000000 
25.000000 74881089536.000000 74868006912.000000 74868334592.000000 
26.000000 77830209536.000000 77817126912.000000 77817454592.000000 
27.000000 80779329536.000000 80766246912.000000 80766574592.000000 
28.000000 83728449536.000000 83715366912.000000 83715694592.000000 
29.000000 86677569536.000000 86664486912.000000 86664814592.000000 
30.000000 89626689536.000000 89613606912.000000 89613934592.000000 
31.000000 92575809536.000000 92562726912.000000 92563054592.000000 
32.000000 95524929536.000000 95511846912.000000 95512174592.000000 
33.000000 98474049536.000000 98460966912.000000 98461294592.000000 
34.000000 101423169536.000000 101410086912.000000 101410414592.000000 
35.000000 104372289536.000000 104359206912.000000 104359534592.000000 
36.000000 107321409536.000000 107308326912.000000 107308654592.000000 
37.000000 110270529536.000000 110257446912.000000 110257774592.000000 
38.000000 113219649536.000000 113206566912.000000 113206894592.000000 
39.000000 116168769536.000000 116155686912.000000 116156014592.000000 
40.000000 119117889536.000000 119104806912.000000 119105134592.000000 
41.000000 122067009536.000000 122053926912.000000 122054254592.000000 
42.000000 125016129536.000000 125003046912.000000 125003374592.000000 
43.000000 127965249536.000000 127952166912.000000 127952494592.000000 
44.000000 130914369536.000000 130901286912.000000 130901614592.000000 
45.000000 133863489536.000000 133850406912.000000 133850734592.000000 
46.000000 136812609536.000000 136799526912.000000 136799854592.000000 
47.000000 139890769920.000000 139876958208.000000 139877302272.000000 
48.000000 143003729920.000000 142989918208.000000 142990262272.000000 
49.000000 146116689920.000000 146102878208.000000 146103222272.000000 
50.000000 149229649920.000000 149215838208.000000 149216182272.000000 
51.000000 152342609920.000000 152328798208.000000 152329142272.000000 
52.000000 155455569920.000000 155441758208.000000 155442102272.000000 
53.000000 158568529920.000000 158554718208.000000 158555062272.000000 
54.000000 161681489920.000000 161667678208.000000 161668022272.000000 
55.000000 164794449920.000000 164780638208.000000 164780982272.000000 
56.000000 167907409920.000000 167893598208.000000 167893942272.000000 
57.000000 171020369920.000000 171006558208.000000 171006902272.000000 
58.000000 174133329920.000000 174119518208.000000 174119862272.000000 
59.000000 177246289920.000000 177232478208.000000 177232822272.000000 
60.000000 180359249920.000000 180345438208.000000 180345782272.000000 
61.000000 183472209920.000000 183458398208.000000 183458742272.000000 
62.000000 186585169920.000000 186571358208.000000 186571702272.000000 
63.000000 189698129920.000000 189684318208.000000 189684662272.000000 
64.000000 192811089920.000000 192797278208.000000 192797622272.000000 
65.000000 195924049920.000000 195910238208.000000 195910582272.000000 
66.000000 199037009920.000000 199023198208.000000 199023542272.000000 
67.000000 202149969920.000000 202136158208.000000 202136502272.000000 
68.000000 205262929920.000000 205249118208.000000 205249462272.000000 
69.000000 208375889920.000000 208362078208.000000 208362422272.000000 
70.000000 211488849920.000000 211475038208.000000 211475382272.000000 
71.000000 214601809920.000000 214587998208.000000 214588342272.000000 
72.000000 217714769920.000000 217700958208.000000 217701302272.000000 
73.000000 220827729920.000000 220813918208.000000 220814262272.000000 
74.000000 223940689920.000000 223926878208.000000 223927222272.000000 
75.000000 227053649920.000000 227039838208.000000 227040182272.000000 
76.000000 230166609920.000000 230152798208.000000 230153142272.000000 
77.000000 233279569920.000000 233265758208.000000 233266102272.000000 
78.000000 236392529920.000000 236378718208.000000 236379062272.000000 
79.000000 239505489920.000000 239491678208.000000 239492022272.000000 
80.000000 242618449920.000000 242604638208.000000 242604982272.000000 
81.000000 245731409920.000000 245717598208.000000 245717942272.000000 
82.000000 248844369920.000000 248830558208.000000 248830902272.000000 
83.000000 251957329920.000000 251943518208.000000 251943862272.000000 
84.000000 255070289920.000000 255056478208.000000 255056822272.000000 
85.000000 258183249920.000000 258169438208.000000 258169782272.000000 
86.000000 261296209920.000000 261282398208.000000 261282742272.000000 
87.000000 264409169920.000000 264395358208.000000 264395702272.000000 
88.000000 267522129920.000000 267508318208.000000 267508662272.000000 
89.000000 270635089920.000000 270621278208.000000 270621622272.000000 
90.000000 273748049920.000000 273734238208.000000 273734582272.000000 
91.000000 276965392384.000000 276950843392.000000 276951203840.000000 
92.000000 280242192384.000000 280227643392.000000 280228003840.000000 
93.000000 283518992384.000000 283504443392.000000 283504803840.000000 
94.000000 286795792384.000000 286781243392.000000 286781603840.000000 
95.000000 290072592384.000000 290058043392.000000 290058403840.000000 
96.000000 293349392384.000000 293334843392.000000 293335203840.000000 
97.000000 296626192384.000000 296611643392.000000 296612003840.000000 
98.000000 299902992384.000000 299888443392.000000 299888803840.000000 
99.000000 303179792384.000000 303165243392.000000 303165603840.000000 
